Name,Ticker,Sub-Sector
Mirae Asset Nifty500 Multicap 50:25:25 ETF,MULTICAP,Equity
GKB Ophthalmics Ltd,GKB,Health Care Equipment & Supplies
Margo Finance Ltd,MARGOFIN,Diversified Financials
Shricon Industries Ltd,SHRICON,Real Estate
SM Auto Stamping Ltd,SMAUTO,Auto Parts
Siti Networks Ltd,SITINET,Cable & D2H
Silver Oak (India) Ltd,SILVOAK,Alcoholic Beverages
Hawa Engineers Ltd,HAWAENG,Industrial Machinery
SBI BSE Sensex Next 50 ETF,SETFSN50,Equity
AA Plus Tradelink Ltd,AAPLUSTRAD,Commodities Trading
Johnson Pharmacare Ltd,JOHNPHARMA,Pharmaceuticals
Challani Capital Ltd,CHALLANI,Specialized Finance
Indobell Insulations Ltd,INDOBELL,Building Products - Others
Marc Loire Fashions Ltd,MARCLOIRE,Footwear
Deccan Health Care Ltd,DECCAN,FMCG - Personal Products
TeleCanor Global Ltd,TELECANOR,IT Services & Consulting
Mindpool Technologies Ltd,MINDPOOL,Outsourced services
Kanco Tea & Industries Ltd,KANCOTEA,Agro Products
Polyspin Exports Ltd,POLYSPIN,Packaging
Bulkcorp International Ltd,BULKCORP,Packaging
Advance Metering Technology Ltd,AMTL,Electrical Components & Equipments
Sunrest Lifescience Ltd,SUNREST,Pharmaceuticals
Arshiya Ltd,ARSHIYA,Logistics
Angel Fibers Ltd,ANGEL,Textiles
Galaxy Medicare Ltd,GML,Health Care Equipment & Supplies
Alfa Ica (India) Ltd,ALFAICA,Home Furnishing
HDFC Nifty IT ETF,HDFCNIFIT,Equity
Innovative Ideals and Services (India) Ltd,INNOVATIVE,Technology Hardware
Motilal Oswal Nasdaq Q50 ETF,MONQ50,Equity
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,Construction & Engineering
Signoria Creation Ltd,SIGNORIA,Apparel & Accessories
Healthy Life Agritec Ltd,HEALTHYLIFE,Agro Products
Skybiotech Healthcare Ltd,SKYBIOTECH,Textiles
Adarsh Plant Protect Ltd,ADARSHPL,Agricultural & Farm Machinery
GG Dandeker Machine Works Ltd,GGDPROP,Industrial Machinery
Pulsar International Ltd,PULSRIN,Asset Management
Sahara Housingfina Corporation Ltd,SAHARAHOUS,Home Financing
Miven Machine Tools Ltd,MIVENMACH,Industrial Machinery
TCFC Finance Ltd,TCFCFINQ,Investment Banking & Brokerage
Future Enterprises Ltd,FELDVR,Conglomerates
Future Enterprises Ltd,FEL,Conglomerates
Chordia Food Products Ltd,CHORDIA,Packaged Foods & Meats
Qgo Finance Ltd,QGO,Consumer Finance
Spectrum Foods Ltd,SPECFOOD,Packaged Foods & Meats
Williamson Magor and Co Ltd,WILLAMAGOR,Specialized Finance
Darjeeling Industriies Ltd,DARJEELING,Textiles
NACDAC Infrastructure Ltd,NACDAC,Construction & Engineering
Pritish Nandy Communications Ltd,PNC,Movies & TV Serials
Yaan Enterprises Ltd,YAANENT,Tour & Travel Services
Intec Capital Ltd,INTECCAP,Specialized Finance
Timescan Logistics (India) Ltd,TIMESCAN,Logistics
Shreevatsaa Finance and Leasing Ltd,SHVFL,Diversified Financials
Katare Spinning Mills Ltd,KATRSPG,Textiles
Unick Fix-A-Form And Printers Ltd,UNICK,Packaging
Sattva Sukun Lifecare Ltd,MAYUKH,Building Products - Others
Virtual Global Education Ltd,VIRTUALG,Education Services
Duropack Ltd,DUROPACK,Packaging
Cell Point (India) Ltd,CELLPOINT,Retail - Speciality
United Cotfab Ltd,COTFAB,Textiles
Bervin Investment and Leasing Ltd,BERVINL,Diversified Financials
Khandwala Securities Ltd,KHANDSE,Investment Banking & Brokerage
Tree House Education and Accessories Ltd,TREEHOUSE,Education Services
Rishi Techtex Ltd,RISHITECH,Textiles
Enbee Trade and Finance Ltd,ENBETRD,Specialized Finance
HDFC NIFTY PSU BANK ETF,HDFCPSUBK,Equity
Sonalis Consumer Products Ltd,SONALIS,FMCG - Foods
Premier Energy and Infrastructure Ltd,PEIL,Construction & Engineering
Impera Worldwide Ltd,RISHYRN,Textiles
Thinkink Picturez Ltd,THINKINK,Animation
National General Industries Ltd,NATGENI,Iron & Steel
Swojas Foods Ltd,SWOJAS,Agro Products
Kenvi Jewels Ltd,KENVI,"Precious Metals, Jewellery & Watches"
Chennai Meenakshi Multispeciality Hospital Ltd,CMMHOSP,Hospitals & Diagnostic Centres
Nalin Lease Finance Ltd,NLFL,Consumer Finance
Future Lifestyle Fashions Ltd,FLFL,Retail - Apparel
ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,GSEC5IETF,Debt
Prospect Consumer Products Ltd,PCL,Agro Products
Monotype India Ltd,MONOT,Diversified Financials
Walpar Nutritions Ltd,WALPAR,Packaged Foods & Meats
Super Spinning Mills Ltd,SUPERSPIN,Textiles
Prismx Global Ventures Ltd,PRISMX,Commodities Trading
Benchmark Computer Solutions Ltd,BENCHMARK,Software Services
Tirupati Sarjan Ltd,TIRSARJ,Real Estate
Equilateral Enterprises Ltd,EQUILATERA,"Precious Metals, Jewellery & Watches"
Amco India Ltd,AMCOIND,Plastic Products
Paramount Dye Tec Ltd,PARAMOUNT,Textiles
Hipolin Ltd,HIPOLIN,FMCG - Household Products
Abhishek Finlease Ltd,ABHIFIN,Consumer Finance
Varanium Cloud Ltd,CLOUD,IT Services & Consulting
KK Shah Hospitals Limited,KKSHL,Hospitals & Diagnostic Centres
Ambo Agritec Ltd,AMBOAGRI,Agro Products
Angel One Nifty 1D Rate Liquid ETF - Growth,AONELIQUID,Debt
Amrapali Fincap Ltd,AMRAFIN,Diversified Financials
MPDLLtd,MPDL,Real Estate
TGIF Agribusiness Ltd,TGIF,Agro Products
Richfield Financial Services Ltd,RFSL,Investment Banking & Brokerage
Aritas Vinyl Ltd,ARITAS,Textiles
KJMC Financial Services Ltd,KJMCFIN,Specialized Finance
Sprayking Ltd,SPRAYKING,Agricultural & Farm Machinery
Alfavision Overseas (India) Ltd,ALFAVIO,Agro Products
Krishna Ventures Ltd,KRISHNA,Real Estate
Khoobsurat Ltd,KHOOBSURAT,Investment Banking & Brokerage
Unison Metals Ltd,UNISON,Housewares
Indianivesh Ltd,INDIANVSH,Diversified Financials
Vandan Foods Ltd,VANDAN,Agro Products
Micropro Software Solutions Ltd,MICROPRO,IT Services & Consulting
Eastern Silk Industries Ltd,EASTSILK,Textiles
Apex Capital and Finance Ltd,ACFL,Consumer Finance
Edelweiss Nifty Bank ETF,EBANKNIFTY,Equity
Mewar Hi-Tech Engineering Ltd,MHEL,Industrial Machinery
Infomedia Press Ltd,INFOMEDIA,Publishing
Advance Petrochemicals Ltd,ADVPETR-B,Oil & Gas - Refining & Marketing
Mirae Asset Hang Seng TECH ETF,MAHKTECH,Equity
Gujarat Terce Laboratories Ltd,GUJTERC,Pharmaceuticals
Parshwanath Corp Ltd,PARSHWANA,Real Estate
Oasis Securities Ltd,OASISEC,Diversified Financials
Teerth Gopicon Ltd,TGL,Construction & Engineering
Next Mediaworks Ltd,NEXTMEDIA,Radio
Times Green Energy (India) Ltd,TIMESGREEN,Agro Products
Aruna Hotels Ltd,ARUNAHTEL,"Hotels, Resorts & Cruise Lines"
Jainex Aamcol Ltd,JAINEX,Industrial Machinery
Mirae Asset Nifty 200 Alpha 30 ETF,ALPHAETF,Equity
Stanrose Mafatlal Investments and Finance Ltd,STANROS,Asset Management
Goel Food Products Ltd,GOEL,"Hotels, Resorts & Cruise Lines"
Medistep Healthcare Ltd,MEDISTEP,Pharmaceuticals
Adeshwar Meditex Ltd,ADESHWAR,Health Care Equipment & Supplies
Hindoostan Mills Ltd,HINDMILL,Textiles
Shreenath Paper Products Ltd,SHREENATH,Paper Products
Popular Estate Management Ltd,POPULARES,Real Estate
Rekvina Laboratories Ltd,VINRKLB,Pharmaceuticals
KMG Milk Food Ltd,KMGMILK,FMCG - Foods
Comrade Appliances Ltd,COMRADE,Cables
Spenta International Ltd,SPENTA,Apparel & Accessories
Libord Finance Ltd,LIBORDFIN,Diversified Financials
TGB Banquets and Hotels Ltd,TGBHOTELS,"Hotels, Resorts & Cruise Lines"
Manglam Infra & Engineering Ltd,MIEL,Construction & Engineering
Aditya Birla Sun Life Nifty PSE ETF,ABSLPSE,Equity
West Leisure Resorts Ltd,WESTLEIRES,Diversified Financials
Yudiz Solutions Ltd,YUDIZ,IT Services & Consulting
NatureWings Holidays Ltd,NHL,"Hotels, Resorts & Cruise Lines"
Tejassvi Aaharam Ltd,TEJASSVI,Logistics
Lesha Industries Ltd,LESHAIND,Commodities Trading
Ramsons Projects Ltd,RAMSONS,Diversified Financials
SAFECURE SERVICES LIMITED,SAFECURE,Business Support Services
NMS Global Ltd,NMSGLOBAL,Business Support Services
Ahasolar Technologies Ltd,AHASOLAR,Renewable Energy
Aten Papers & Foam Ltd,ATENPAPERS,Paper Products
Megri Soft Ltd,MEGRISOFT,IT Services & Consulting
Standard Batteries Ltd,STDBAT,Diversified Financials
Venlon Enterprises Ltd,VENLONENT,Commodity Chemicals
Kalana Ispat Ltd,KALANA,Iron & Steel
ICICI Prudential Nifty 100 ETF,NIF100IETF,Equity
Goenka Diamond & Jewels Ltd,GOENKA,"Precious Metals, Jewellery & Watches"
Gorani Industries Ltd,GORANIN,Home Electronics & Appliances
Jaihind Industries Ltd,JAIHIND,Textiles
Yug Decor Ltd,YUG,Specialty Chemicals
Balurghat Technologies Ltd,BALTE,Logistics
Omkar Pharmachem Ltd,OMKARPH,Commodity Chemicals
QVC Exports Ltd,QVCEL,Mining - Manganese
Kaarya Facilities & Services Ltd,KAARYAFSL,Business Support Services
Pasupati Spinning and Weaving Mills Ltd,PASUSPG,Textiles
Mahalaxmi Fabric Mills Ltd,MFML,Textiles
Orient Tradelink Ltd,ORIENTTR,Movies & TV Serials
Narendra Properties Ltd,NARPROP,Real Estate
Medicamen Organics Ltd,MEDIORG,Pharmaceuticals
Milestone Furniture Ltd,MILEFUR,Business Support Services
Vani Commercials Ltd,VANICOM,Investment Banking & Brokerage
Bombay Wire Ropes Ltd,BOMBWIR,Iron & Steel
Lamosaic India Ltd,LAMOSAIC,Building Products - Laminates
Vaxtex Cotfab Ltd,VCL,Textiles
Starcom Information Technology Ltd,STARCOM,Software Services
Navigant Corporate Advisors Ltd,NAVIGANT,Investment Banking & Brokerage
Mudunuru Ltd,MUDUNURU,IT Services & Consulting
Pentokey Organy (India) Ltd,PNTKYOR,Commodities Trading
PlatinumOne Business Services Ltd,POBS,Data Processing & Outsourced Services
June Industries Ltd,JUNE,Software Services
Ranjeet Mechatronics Ltd,RANJEET,Business Support Services
Prakash Woollen & Synthetic Mills Ltd,PWASML,Textiles
Salora International Ltd,SALORAINTL,Home Electronics & Appliances
Mukat Pipes Ltd,MUKATPIP,Building Products - Pipes
Orosil Smiths India Ltd,OROSMITHS,"Precious Metals, Jewellery & Watches"
Dynamic Archistructures Ltd,DAL,Diversified Financials
VERTEX Securities Ltd,VERTEX,Investment Banking & Brokerage
Sunil Agro Foods Ltd,SUNILAGR,FMCG - Foods
Cochin Malabar Estates and Industries Ltd,COCHMAL,Agro Products
Smart Finsec Ltd,SMARTFIN,Specialized Finance
Morarka Finance Ltd,MORARKFI,Specialized Finance
Zerodha Silver ETF,SILVERCASE,Silver
Asian Tea & Exports Ltd,ASIANTNE,Agro Products
Machhar Industries Ltd,MACIND,Commodity Chemicals
Venmax Drugs and Pharmaceuticals Ltd,VENMAX,Pharmaceuticals
Sarthak Industries Ltd,SARTHAKIND,Commodities Trading
Prolife Industries Ltd,PROLIFE,Commodity Chemicals
Purshottam Investofin Ltd,PURSHOTTAM,Specialized Finance
Ashirwad Capital Ltd,ASHCAP,Diversified Financials
EPIC Energy Ltd,EPIC,Electrical Components & Equipments
G-Tec Jainx Education Ltd,GTECJAINX,Education Services
Accedere Ltd,ACCEDERE,IT Services & Consulting
Morarjee Textiles Ltd,MORARJEE,Textiles
Maris Spinners Ltd,MARIS,Textiles
Kamanwala Housing Construction Ltd,KAMANWALA,Real Estate
Globtier Infotech Ltd,GLOBTIER,Software Services
Ishita Drugs and Industries Ltd,ISHITADR,Pharmaceuticals
Shree Ganesh Bio-Tech (India) Ltd,SHREEGANES,Agro Products
Invigorated Business Consulting Ltd,INVIGO,Business Support Services
Jindal Leasefin Ltd,JLL,Investment Banking & Brokerage
Easy Fincorp Ltd,EASYFIN,Consumer Finance
Checkpoint Trends Ltd,CENTUPLE,Business Support Services
Shree Marutinandan Tubes Ltd,SHREE,Building Products - Pipes
DSP Nifty Midcap 150 Quality 50 ETF,MIDQ50ADD,Equity
SBI Nifty Consumption ETF,SBIETFCON,Equity
Sonal Adhesives Ltd,SONALAD,Specialty Chemicals
LWS Knitwear Ltd,LWSKNIT,Textiles
Southern Magnesium and Chemicals Ltd,SOUTHMG,Mining - Manganese
Scarnose International Ltd,SCARNOSE,Textiles
Bloom Industries Ltd,BLOIN,Iron & Steel
Asian Petro Products and Exporters Ltd,ASINPET,Paper Products
Davin Sons Retail LTd,DAVIN,Apparel & Accessories
Neelam Linens and Garments (India) Ltd,NEELAM,Apparel & Accessories
Identical Brains Studios Ltd,IDENTICAL,Animation
Blue Chip Tex Industries Ltd,BLUECHIPT,Textiles
Zenlabs Ethica Ltd,ZENLABS,Pharmaceuticals
Supreme Engineering Ltd,SUPREMEENG,Iron & Steel
SK International Export Ltd,SKIEL,Apparel & Accessories
Salguti Industries Ltd,SALGUTI,Plastic Products
DECO MICA Ltd,DECOMIC,Building Products - Laminates
Erp Soft Systems Ltd,ERPSOFT,Software Services
Jindal Capital Ltd,JINDCAP,Diversified Financials
K K Silk Mills Ltd,KKSILK,Apparel & Accessories
Rajkamal Synthetics Ltd,RAJKSYN,Textiles
Triliance Polymers Ltd,TRILIANCE,Plastic Products
Aditya Spinners Ltd,ADITYASP,Textiles
Laxmi Cotspin Ltd,LAXMICOT,Textiles
CMX Holdings Ltd,SIELFNS,Specialized Finance
Indo Cotspin Ltd,ICL,Textiles
Vivanta Industries Ltd,VIVANTA,Pharmaceuticals
Transgene Biotek Ltd,TRABI,Biotechnology
Vinyoflex Ltd,VINYOFL,Plastic Products
Darshan Orna Ltd,DARSHANORNA,"Precious Metals, Jewellery & Watches"
Neeraj Paper Marketing Ltd,NEERAJ,Paper Products
Winpro Industries Ltd,WINPRO,Advertising
Gujarat Raffia Industries Ltd,GUJRAFFIA,Packaging
Aspire & Innovative Advertising Ltd,ASPIRE,Home Electronics & Appliances
Ramgopal Polytex Ltd,RAMGOPOLY,Commodities Trading
ICICI Prudential Nifty FMCG ETF,FMCGIETF,Equity
Tata Nifty India Digital Exchange Traded Fund,TNIDETF,Equity
Agarwal Float Glass India Ltd,AGARWALFT,Commodity Chemicals
Abhishek Integrations Ltd,AILIMITED,Construction & Engineering
Sri Havisha Hospitality and Infrastructure Ltd,HAVISHA,Oil & Gas - Storage & Transportation
Octaware Technologies Ltd,OCTAWARE,Software Services
Vapi Enterprise Ltd,VAPIENTER,Paper Products
Nippon India ETF Hang Seng BeES,HNGSNGBEES,Equity
Howard Hotels Ltd,HOWARHO,"Hotels, Resorts & Cruise Lines"
Valencia India Ltd,VALINDIA,"Hotels, Resorts & Cruise Lines"
Caprolactam Chemicals Ltd,CAPRO,Specialty Chemicals
SSPDL Ltd,SSPDL,Real Estate
Martin Burn Ltd,MARBU,Real Estate
Shrenik Ltd,SHRENIK,Paper Products
Swarna Securities Ltd,SWRNASE,Investment Banking & Brokerage
Koura Fine Diamond Jewelry Ltd,KOURA,Apparel & Accessories
Tapi Fruit Processing Ltd,TAPIFRUIT,Packaged Foods & Meats
HDFC Nifty50 Value 20 ETF,HDFCVALUE,Equity
Tecil Chemicals and Hydro Power Ltd,TECILCHEM,Commodity Chemicals
Command Polymers Ltd,COMMAND,Plastic Products
Laffans Petrochemicals Ltd,LAFFANSQ,Commodity Chemicals
Dynamic Portfolio Management & Services Ltd,DYNAMICP,Investment Banking & Brokerage
Saffron Industries Ltd,SAFFRON,Paper Products
Kotak Nifty 1D Rate Liquid ETF,LIQUID1,Debt
RAP Corp Ltd,RAP,Real Estate
Jay Kailash Namkeen Ltd,JAYKAILASH,Wood Products
Esaar (India) Ltd,ESARIND,Diversified Financials
Cubical Financial Services Ltd,CUBIFIN,Specialized Finance
Inducto Steels Ltd,INDCTST,Metals - Diversified
Lake Shore Realty Ltd,LAKESHORE,Real Estate
Colorchips New Media Ltd,COLORCHIPS,Movies & TV Serials
Helpage Finlease Ltd,HELPAGE,Diversified Financials
Flexituff Ventures International Ltd,FLEXITUFF,Packaging
Mediaone Global Entertainment Ltd,MEDIAONE,Movies & TV Serials
Valson Industries Ltd,VALSONQ,Textiles
Step Two Corporation Ltd,STEP2COR,Investment Banking & Brokerage
TTI Enterprise Ltd,TTIENT,Diversified Financials
Neo Infracon Ltd,NEOINFRA,Real Estate
Patspin India Ltd,PATSPINLTD,Textiles
Inland Printers Ltd,INLANPR,Online Services
Ankit Metal & Power Ltd,ANKITMETAL,Iron & Steel
Mansi Finance (Chennai) Ltd,MANSIFIN,Specialized Finance
Hamps Bio Ltd,HAMPS,Pharmaceuticals
Raw Edge Industrial Solutions Ltd,RAWEDGE,Mining - Diversified
Mirae Asset Nifty Bank ETF,BANKETF,Equity
Harish Textile Engineers Ltd,HARISH,Industrial Machinery
Ras Resorts and Apart Hotels Ltd,RASRESOR,"Hotels, Resorts & Cruise Lines"
Maharashtra Corp Ltd,MAHACORP,Textiles
Shubhlaxmi Jewel Art Ltd,SHUBHLAXMI,"Precious Metals, Jewellery & Watches"
Medico Intercontinental Ltd,MIL,Pharmaceuticals
Crystal Business System Ltd,CRYSTAL,Telecom Services
Inani Marbles and Industries Ltd,INANI,Building Products - Granite
Labelkraft Technologies Ltd,LABELKRAFT,Electronic Equipments
Roselabs Finance Ltd,ROSELABS,Diversified Financials
Reliable Ventures India Ltd,RELIABVEN,"Hotels, Resorts & Cruise Lines"
Southern Latex Ltd,SOUTLAT,Wood Products
Kcl Infra Projects Ltd,KCLINFRA,Construction & Engineering
Prime Urban Development India Ltd,PRIMEURB,Textiles
VAMA Industries Ltd,VAMA,Technology Hardware
Krupalu Metals Ltd,KRUPALU,Building Products - Ceramics
N D A Securities Ltd,NDASEC,Investment Banking & Brokerage
Shree Bhavya Fabrics Ltd,SBFL,Textiles
DRA Consultants Ltd,DRA,Business Support Services
Crimson Metal Engineering Company Ltd,CRIMSON,Iron & Steel
GSL Securities Ltd,GSLSEC,Diversified Financials
Shukra Bullions Ltd,SKRABUL,"Precious Metals, Jewellery & Watches"
Dalmia Industrial Development Ltd,DIDL,Apparel & Accessories
Transvoy Logistics India Ltd,TRANSVOY,Logistics
Shree Metalloys Ltd,SHREMETAL,Metals - Copper
Earthstahl & Alloys Ltd,EARTH,Steel
Madhusudan Industries Ltd,MADHUDIN,Real Estate
IITL Projects Ltd,IITLPROJ,Real Estate
Mono Pharmacare Ltd,MONOPHARMA,Retail - Speciality
Silly Monks Entertainment Ltd,SILLYMONKS,Advertising
Esha Media Research Ltd,ESHAMEDIA,Advertising
York Exports Ltd,YORKEXP,Textiles
Easun Capital Markets Ltd,EASUN,Specialized Finance
Ace Integrated Solutions Ltd,ACEINTEG,Education Services
Visagar Financial Services Ltd,VISAGAR,Diversified Financials
Manraj Housing Finance Ltd,MANRAJH,Real Estate
Tridhya Tech Ltd,TRIDHYA,IT Services & Consulting
360 ONE Gold ETF,GOLD360,Gold
Skil Infrastructure Ltd,SKIL,Construction & Engineering
Maruti Global Industries Ltd,MGIL,Investment Banking & Brokerage
Zenith Fibres Ltd,ZENIFIB,Textiles
Padam Cotton Yarns Ltd,PADAMCO,Textiles
Utique Enterprises Ltd,UTIQUE,Commodities Trading
KJMC Corporate Advisors (India) Ltd,KJMCCORP,Investment Banking & Brokerage
GACM Technologies Ltd-DVR,GATECHDVR,Investment Banking & Brokerage
Velan Hotels Ltd,VELHO,"Hotels, Resorts & Cruise Lines"
HDFC Nifty 100 ETF,HDFCNIF100,Equity
Amalgamated Electricity Company Ltd,AMALGAM,Electrical Components & Equipments
TV Vision Ltd,TVVISION,TV Channels & Broadcasters
Thakral Services (India) Ltd,THAKRAL,Electronic Equipments
Asia Capital Ltd,ASIACAP,Investment Banking & Brokerage
Shriram Nifty 1D Rate Liquid ETF,LIQUIDSHRI,Debt
Vivaa Tradecom Ltd,VIVAA,Retail - Apparel
Sangal Papers Ltd,SANPA,Paper Products
Piotex Industries Ltd,PIOTEX,Textiles
O P Chains Ltd,OPCHAINS,"Precious Metals, Jewellery & Watches"
Accord Synergy Ltd,ACCORD,Telecom Services
Poojawestern Metaliks Ltd,POOJA,Metals - Diversified
Ajwa Fun World and Resort Ltd,AJWAFUN,Theme Parks & Gaming
Marinetrans India Ltd,MARINETRAN,Logistics
Cyber Media Research & Services Ltd,CMRSL,IT Services & Consulting
Radiowalla Network Ltd,RADIOWALLA,Radio
SBI Nifty50 Equal Weight ETF,SBINEQWETF,Equity
Paragon Finance Ltd,PARAGONF,Consumer Finance
Switching Technologies Gunther Ltd,SWITCHTE,Electrical Components & Equipments
Vikas WSP Ltd,VIKASWSP,Agro Products
Bombay Talkies Ltd,BOMTALKIES,Movies & TV Serials
Techindia Nirman Ltd,TECHIN,Real Estate
Sawaca Enterprises Ltd,SAWACA,Commodities Trading
Desh Rakshak Aushdhalaya Ltd,DESHRAK,Pharmaceuticals
Ekennis Software Service Ltd,EKENNIS,IT Services & Consulting
Hindustan Agrigentics Ltd,HINDUST,Seeds
Madhya Pradesh Today Media Ltd,MPTODAY,Publishing
Advance Lifestyles Ltd,ADVLIFE,Textiles
Global Capital Markets Ltd,GLOBALCA,Diversified Financials
Iykot Hitech Toolroom,IYKOTHITE,Industrial Machinery
Novateor Research Laboratories Ltd,NOVATEOR,FMCG - Personal Products
Vrundavan Plantation Ltd,VPL,Environmental Services
GSB Finance Ltd,GSBFIN,Investment Banking & Brokerage
Nidan Laboratories and Healthcare Ltd,NIDAN,Hospitals & Diagnostic Centres
Shyam Telecom Ltd,SHYAMTEL,Telecom Equipments
Add-Shop E-Retail Ltd,ASRL,FMCG - Personal Products
DSP Nifty PSU Bank ETF,PSUBANKADD,Equity
Jayshree Chemicals Ltd,JAYCH,Commodity Chemicals
SPP Polymer Ltd,SPPPOLY,Packaging
Vikram Aroma Ltd,VIKRAMAR,Specialty Chemicals
Chemiesynth (Vapi) Ltd,CHEMIESYNT,Specialty Chemicals
Mandeep Auto Industries Ltd,MANDEEP,Auto Parts
Groww Nifty India Railways PSU ETF,GROWWRAIL,Equity
South Asian Enterprises Ltd,SAENTER,Electronic Equipments
Rajeshwari Cans Ltd,RCAN,Packaging
ICICI Prudential Nifty India Consumption ETF,CONSUMIETF,Equity
Baroda BNP Paribas Nifty Bank ETF,BBNPNBETF,Equity
Regent Enterprises Ltd,REGENTRP,Agro Products
Baroda BNP Paribas Gold ETF,BBNPPGOLD,Gold
Ranjit Securities Ltd,RANJITSE,Consumer Finance
Manipal Finance Corp Ltd,MNPLFIN,Consumer Finance
Maitri Enterprises Ltd,MAITRI,Pharmaceuticals
SBEC Systems (India) Ltd,SBECSYS,IT Services & Consulting
Chambal Breweries and Distilleries Ltd,CHMBBRW,Alcoholic Beverages
Hisar Spinning Mills Ltd,HISARSP,Textiles
Daikaffil Chemicals India Ltd,DAIKAFFI,Specialty Chemicals
Union Gold ETF,UNIONGOLD,Gold
ICICI Prudential Nifty50 Value 20 ETF,NV20IETF,Equity
H S India Ltd,HOTLSILV,"Hotels, Resorts & Cruise Lines"
Hemang Resources Ltd,HEMANG,Commodities Trading
CIL Securities Ltd,CILSEC,Investment Banking & Brokerage
Shahi Shipping Ltd,SHAHISHIP,Logistics
NAPS Global India Ltd,NAPSGLOBAL,Textiles
Bazel International Ltd,BAZELINTER,Investment Banking & Brokerage
Neelkanth Ltd,NEELKANTH,Agro Products
Organic Coatings Ltd,ORGCOAT,Specialty Chemicals
Abirami Financial Services (India) Ltd,ABIRAFN,Diversified Financials
Jayatma Enterprises Ltd,JAYATMA,Business Support Services
Rapid Investments Ltd,RAPIDIN,Diversified Financials
NIKS Technology Ltd,NIKSTECH,IT Services & Consulting
Veer Energy & Infrastructure Ltd,VEERENRGY,Renewable Energy
Shashijit Infraprojects Ltd,SHASHIJIT,Construction & Engineering
Interstate Oil Carrier Ltd,INTSTOIL,Logistics
Vamshi Rubber Ltd,VAMSHIRU,Building Products - Ceramics
Modern Steel Ltd,MDRNSTL,Iron & Steel
Olympia Industries Ltd,OLYMPTX,Business Support Services
Uniroyal Industries Ltd,UNIROYAL,Textiles
Best Eastern Hotels Ltd,BESTEAST,"Hotels, Resorts & Cruise Lines"
Indus Aluminium Recyclers Ltd,CONTAINER,Logistics
Benara Bearings and Pistons Ltd,BENARA,Auto Parts
Prabhhans Industries Ltd,PRABHHANS,Paper Products
Picturepost Studios Ltd,PPSL,Animation
Titaanium Ten Enterprise Ltd,TITAANIUM,Textiles
Continental Seeds and Chemicals Ltd,CONTI,Seeds
Dipna Pharmachem Ltd,DPL,Pharmaceuticals
Astron Paper & Board Mill Ltd,ASTRON,Paper Products
Precision Metaliks Ltd,PRECISION,Metals - Aluminium
Senthil Infotek Ltd,SENINFO,IT Services & Consulting
Edelweiss Silver ETF,ESILVER,Silver
Max Heights Infrastructure Ltd,MAXHEIGHTS,Real Estate
Greencrest Financial Services Ltd,GREENCREST,Diversified Financials
Rishabh Digha Steel and Allied Products Ltd,RISHDIGA,Iron & Steel
Veejay Lakshmi Engineering Works Ltd,VJLAXMIE,Textiles
Premier Capital Services Ltd,PREMCAP,Business Support Services
Golechha Global Finance Ltd,GOLECHA,Diversified Financials
Cityman Ltd,CITYMAN,Textiles
Tulasee Bio-Ethanol Ltd,TULASEEBIOE,Renewable Energy
Nippon India Nifty 1D Rate Liquid ETF - Growth,LIQGRWBEES,Debt
Maks Energy Solutions India Ltd,MAKS,Electrical Components & Equipments
Starsource Multitrade Ltd,STARSOURCE,Advertising
Cindrella Hotels Ltd,CINDHO,"Hotels, Resorts & Cruise Lines"
Cargosol Logistics Ltd,CARGOSOL,Logistics
UTI Silver Exchange Traded Fund,SILVERBETA,Silver
Response Informatics Ltd,RESPONSINF,Software Services
Shiva Granito Export Ltd,SHIVAEXPO,Building Products - Granite
Krishna Capital and Securities Ltd,KRISHNACAP,Investment Banking & Brokerage
Julien Agro Infratech Ltd,JULIEN,Agro Products
Square Four Projects India Ltd,SFPIL,Real Estate
360 ONE Silver ETF,SILVER360,Silver
Fone4 Communications(India) Ltd,FONE4,Retail - Online
Amin Tannery Ltd,AMINTAN,Conglomerates
Yash Management & Satellite Ltd.,YASHMGM,Specialized Finance
Sanwaria Consumer Ltd,SANWARIA,FMCG - Foods
Winsome Yarns Ltd,WINSOME,Textiles
Impex Ferro Tech Ltd,IMPEXFERRO,Iron & Steel
Adcon Capital Services Ltd,ADCON,Investment Banking & Brokerage
Disha Resources Ltd,DRL,Commodity
PDP Shipping & Projects Ltd,PSPL,Logistics
Prism Finance Ltd,PRISMFN,Diversified Financials
Frontline Corporation Ltd,FRONTCORP,Logistics
Jai Mata Glass Ltd,JAIMATAG,Housewares
Motilal Oswal BSE Low Volatility ETF,MOLOWVOL,Equity
Prima Industries Ltd,PRIMAIN,FMCG - Foods
SVS Ventures Ltd,SVS,Real Estate
Shivamshree Businesses Ltd,SBL,Packaged Foods & Meats
Tai Industries Ltd,TAIIND,Consumer Finance
Family Care Hospitals Ltd,FAMILYCARE,Hospitals & Diagnostic Centres
Yasons Chemex Care Ltd,YCCL,Specialty Chemicals
Steel Strips Infrastructures Ltd,STLSTRINF,Real Estate
AMS Polymers Ltd,AMS,Specialty Chemicals
ICICI Prudential Nifty Oil & Gas ETF,OILIETF,Equity
Boss Packaging Solutions Ltd,BOSS,Industrial Machinery
